Date,close,Close,high,low,open,volume
2015-01-02,77.90579223632812,78.44999694824219,78.93000030517578,77.69999694824219,78.58000183105469,18177500
2015-01-05,76.654541015625,77.19000244140625,79.25,76.86000061035156,77.9800033569336,26452200
2015-01-06,75.62175750732422,76.1500015258789,77.58999633789062,75.36000061035156,77.2300033569336,27399300
2015-01-07,75.62175750732422,76.1500015258789,77.36000061035156,75.81999969482422,76.76000213623047,22045300
2015-01-08,77.63768005371094,78.18000030517578,78.2300033569336,76.08000183105469,76.73999786376953,23961000
2015-01-09,77.20072174072266,77.73999786376953,78.62000274658203,77.19999694824219,78.19999694824219,21157000
2015-01-12,76.18779754638672,76.72000122070312,78.0,76.20999908447266,77.83999633789062,19190200
2015-01-13,75.91967010498047,76.44999694824219,78.08000183105469,75.8499984741211,77.2300033569336,25179600
2015-01-14,75.7508544921875,76.27999877929688,77.19999694824219,76.02999877929688,76.41999816894531,25918600
2015-01-15,73.53633117675781,74.05000305175781,76.56999969482422,73.54000091552734,76.4000015258789,34134000
2015-01-16,74.65848541259766,75.18000030517578,75.31999969482422,73.83999633789062,74.04000091552734,21791500
2015-01-20,75.71112823486328,76.23999786376953,76.30999755859375,74.81999969482422,75.72000122070312,22821600
2015-01-21,76.20765686035156,76.73999786376953,77.30000305175781,75.8499984741211,76.16000366210938,25096700
2015-01-22,77.1113510131836,77.6500015258789,77.75,76.68000030517578,77.16999816894531,19519500
2015-01-23,77.29009246826172,77.83000183105469,78.19000244140625,77.04000091552734,77.6500015258789,16746500
2015-01-26,76.96238708496094,77.5,78.47000122070312,77.29000091552734,77.9800033569336,19260800
2015-01-27,75.25433349609375,75.77999877929688,76.87999725341797,75.62999725341797,76.70999908447266,20110000
2015-01-28,75.71112823486328,76.23999786376953,77.63999938964844,76.0,76.9000015258789,53306400
2015-01-29,77.45892333984375,78.0,78.0199966430664,74.20999908447266,76.8499984741211,61293500
2015-01-30,75.3834228515625,75.91000366210938,78.16000366210938,75.75,78.0,42649500
2015-02-02,74.46979522705078,74.98999786376953,76.13999938964844,73.75,76.11000061035156,41955300
2015-02-03,74.87696838378906,75.4000015258789,75.58000183105469,73.86000061035156,75.19000244140625,26957700
2015-02-04,75.1053695678711,75.62999725341797,76.3499984741211,75.01000213623047,75.08999633789062,20277400
2015-02-05,75.08551025390625,75.61000061035156,75.9800033569336,75.20999908447266,75.70999908447266,15062600
2015-02-06,73.95341491699219,74.47000122070312,75.69999694824219,74.25,75.68000030517578,21211000
2015-02-09,73.92362976074219,74.44000244140625,74.83000183105469,73.44999694824219,74.05000305175781,16194300
2015-02-10,74.66841888427734,75.19000244140625,75.33999633789062,74.5,74.8499984741211,15811300
2015-02-11,75.97926330566406,76.51000213623047,76.75,75.02999877929688,75.08999633789062,20877400
2015-02-12,75.70120239257812,76.2300033569336,76.87000274658203,75.88999938964844,76.86000061035156,17235000
2015-02-13,75.214599609375,75.73999786376953,76.4800033569336,75.5,76.45999908447266,18621900
2015-02-17,75.07556915283203,75.5999984741211,76.91000366210938,75.08000183105469,75.30000305175781,25254400
2015-02-18,76.17787170410156,76.70999908447266,76.9000015258789,75.44999694824219,75.94000244140625,22426400
2015-02-19,78.86907196044922,79.41999816894531,79.83999633789062,76.94999694824219,76.98999786376953,45851200
2015-02-20,79.34574127197266,79.9000015258789,80.33999633789062,79.19999694824219,79.55000305175781,36931700
2015-02-23,78.29308319091797,78.83999633789062,80.19000244140625,78.37999725341797,79.95999908447266,24139100
2015-02-24,77.90579223632812,78.44999694824219,79.4800033569336,78.0999984741211,78.5,18897100
2015-02-25,79.00811004638672,79.55999755859375,80.19999694824219,78.5,78.5,25593800
2015-02-26,79.85221099853516,80.41000366210938,81.37000274658203,79.72000122070312,79.87999725341797,31111900
2015-02-27,78.42219543457031,78.97000122070312,81.2300033569336,78.62000274658203,80.68000030517578,30739200
2015-03-02,79.19678497314453,79.75,79.86000061035156,78.5199966430664,79.0,21662500
2015-03-03,79.04782104492188,79.5999984741211,79.69999694824219,78.5199966430664,79.61000061035156,18635000
2015-03-04,80.33882141113281,80.9000015258789,81.1500015258789,78.8499984741211,79.30000305175781,28126700
2015-03-05,80.64665222167969,81.20999908447266,81.98999786376953,81.05000305175781,81.2300033569336,27825700
2015-03-06,79.4549789428711,80.01000213623047,81.33000183105469,79.83000183105469,80.9000015258789,24488600
2015-03-09,78.88893127441406,79.44000244140625,79.91000366210938,78.62999725341797,79.68000030517578,18925100
2015-03-10,77.01205444335938,77.55000305175781,79.26000213623047,77.55000305175781,78.5,23067100
2015-03-11,77.03191375732422,77.56999969482422,78.43000030517578,77.26000213623047,77.80000305175781,20215700
2015-03-12,78.3824691772461,78.93000030517578,79.05000305175781,77.91000366210938,78.0999984741211,16093300
2015-03-13,77.50858306884766,78.05000305175781,79.37999725341797,77.68000030517578,78.5999984741211,18557300
2015-03-16,77.52843475341797,78.06999969482422,78.12000274658203,77.36000061035156,77.95999908447266,19305400
2015-03-17,78.80950164794922,79.36000061035156,79.77999877929688,78.33999633789062,78.36000061035156,22170000
2015-03-18,80.34874725341797,80.91000366210938,81.23999786376953,79.16999816894531,79.25,36912400
2015-03-19,82.17597198486328,82.75,83.0,81.0,81.12000274658203,42099500
2015-03-20,83.21868896484375,83.80000305175781,84.5999984741211,83.06999969482422,83.38999938964844,44466300
2015-03-23,83.84431457519531,84.43000030517578,84.95999908447266,83.30000305175781,83.91999816894531,27357300
2015-03-24,84.71822357177734,85.30999755859375,86.06999969482422,84.5199966430664,84.70999908447266,32576500
2015-03-25,82.34479522705078,82.91999816894531,85.5199966430664,82.91999816894531,85.5,37436100
2015-03-26,82.43417358398438,83.01000213623047,83.7699966430664,82.13999938964844,82.72000122070312,32794800
2015-03-27,82.72215270996094,83.30000305175781,83.94999694824219,82.87999725341797,83.37999725341797,18372600
2015-03-30,82.62285614013672,83.19999694824219,84.33999633789062,82.41000366210938,83.80999755859375,24527700
2015-03-31,81.64965057373047,82.22000122070312,83.5,82.20999908447266,82.9000015258789,19734300
2015-04-01,81.10346984863281,81.66999816894531,82.72000122070312,80.87000274658203,82.5,22058200
2015-04-02,80.99423217773438,81.55999755859375,82.55999755859375,81.44000244140625,82.25,19664100
2015-04-06,81.8681411743164,82.44000244140625,82.80999755859375,80.80000305175781,80.80000305175781,19062900
2015-04-07,81.74896240234375,82.31999969482422,83.41999816894531,82.22000122070312,82.6500015258789,17467000
2015-04-08,81.7092514038086,82.27999877929688,83.0999984741211,81.83999633789062,82.62999725341797,18966700
2015-04-09,81.5999984741211,82.16999816894531,82.80000305175781,81.70999908447266,82.5,15927300
2015-04-10,81.47089385986328,82.04000091552734,82.61000061035156,81.91000366210938,82.20999908447266,12529700
2015-04-13,82.43417358398438,83.01000213623047,83.94000244140625,81.91999816894531,81.93000030517578,26883100
2015-04-14,82.94062042236328,83.5199966430664,83.69000244140625,82.44000244140625,83.16999816894531,19634200
2015-04-15,82.13624572753906,82.70999908447266,83.66000366210938,82.2699966430664,83.55000305175781,22390900
2015-04-16,81.73902130126953,82.30999755859375,83.06999969482422,82.1500015258789,82.47000122070312,13769700
2015-04-17,80.21964263916016,80.77999877929688,82.11000061035156,80.37000274658203,81.4800033569336,24215000
2015-04-20,82.51361083984375,83.08999633789062,83.1500015258789,81.23999786376953,81.54000091552734,28796800
2015-04-21,83.03993225097656,83.62000274658203,84.48999786376953,83.54000091552734,84.0,27171900
2015-04-22,84.04293060302734,84.62999725341797,84.73999786376953,83.6500015258789,84.31999969482422,45548000
2015-04-23,81.83833312988281,82.41000366210938,85.58999633789062,82.41000366210938,84.0999984741211,73728100
2015-04-24,80.96443939208984,81.52999877929688,82.94000244140625,81.4800033569336,82.7699966430664,29660400
2015-04-27,81.34180450439453,81.91000366210938,82.93000030517578,81.62999725341797,81.87000274658203,25446000
2015-04-28,80.1203384399414,80.68000030517578,81.9000015258789,80.2300033569336,81.83000183105469,23775300
2015-04-29,79.91179656982422,80.47000122070312,81.38999938964844,79.5199966430664,80.01000213623047,26430300
2015-04-30,78.22357177734375,78.7699966430664,80.95999908447266,78.31999969482422,80.01000213623047,28999000
2015-05-01,78.44206237792969,78.98999786376953,79.76000213623047,78.11000061035156,79.23999786376953,24136400
2015-05-04,78.2633056640625,78.80999755859375,79.69000244140625,78.62999725341797,79.33000183105469,14692000
2015-05-05,77.02197265625,77.55999755859375,78.80000305175781,77.22000122070312,78.55000305175781,22311300
2015-05-06,77.5582275390625,78.0999984741211,78.80999755859375,77.05000305175781,77.97000122070312,28663000
2015-05-07,77.88593292236328,78.43000030517578,78.94000244140625,77.55999755859375,78.0,19749400
2015-05-08,77.96537780761719,78.51000213623047,79.2300033569336,78.02999877929688,79.0999984741211,19943600
2015-05-11,77.46886444091797,78.01000213623047,79.02999877929688,77.93000030517578,78.4800033569336,18874100
2015-05-12,76.92266082763672,77.45999908447266,77.88999938964844,76.79000091552734,77.87000274658203,21285300
2015-05-13,77.8958740234375,78.44000244140625,78.52999877929688,77.6500015258789,77.72000122070312,21512300
2015-05-14,80.8055419921875,81.37000274658203,81.8499984741211,78.66999816894531,78.94000244140625,49438000
2015-05-15,79.86213684082031,80.41999816894531,81.5199966430664,80.18000030517578,81.41000366210938,27069900
2015-05-18,80.3189468383789,80.87999725341797,81.37999725341797,80.2300033569336,80.33000183105469,21613700
2015-05-19,80.07068634033203,80.62999725341797,81.69000244140625,80.55000305175781,81.25,17955400
2015-05-20,79.9912338256836,80.55000305175781,81.0999984741211,79.45999908447266,80.47000122070312,23056900
2015-05-21,79.92173767089844,80.4800033569336,80.91999816894531,80.08000183105469,80.19000244140625,13402700
2015-05-22,79.9813003540039,80.54000091552734,81.30999755859375,80.25,80.3499984741211,19567900
2015-05-26,78.77969360351562,79.33000183105469,80.5999984741211,79.08000183105469,80.43000030517578,16321300
2015-05-27,79.9912338256836,80.55000305175781,80.66000366210938,79.43000030517578,79.5999984741211,14160900
2015-05-28,79.5940170288086,80.1500015258789,81.06999969482422,80.0,80.25,11982000
2015-05-29,78.64067077636719,79.19000244140625,80.06999969482422,78.87999725341797,79.94999694824219,16134600
2015-06-01,79.73304748535156,80.29000091552734,80.37999725341797,78.66000366210938,79.30000305175781,18119000
2015-06-02,79.88199615478516,80.44000244140625,81.3499984741211,79.55999755859375,79.76000213623047,18923300
2015-06-03,81.8681411743164,82.44000244140625,82.52999877929688,81.25,81.3499984741211,31775000
2015-06-04,81.48082733154297,82.05000305175781,82.94999694824219,81.51000213623047,82.13999938964844,20863900
2015-06-05,81.57020568847656,82.13999938964844,82.45999908447266,81.51000213623047,81.87000274658203,16143100
2015-06-08,80.11040496826172,80.66999816894531,82.0,80.12999725341797,81.81999969482422,16915500
2015-06-09,80.11040496826172,80.66999816894531,81.19000244140625,79.31999969482422,80.5999984741211,16497500
2015-06-10,81.5900650024414,82.16000366210938,82.5999984741211,80.80999755859375,80.83000183105469,21531200
2015-06-11,81.26236724853516,81.83000183105469,82.9000015258789,81.36000061035156,82.30999755859375,18656800
2015-06-12,80.96443939208984,81.52999877929688,82.08999633789062,81.19999694824219,81.37000274658203,11417900
2015-06-15,80.1501235961914,80.70999908447266,80.93000030517578,80.06999969482422,80.55000305175781,18805100
2015-06-16,80.4977035522461,81.05999755859375,81.51000213623047,80.44999694824219,80.81999969482422,13693700
2015-06-17,81.22264099121094,81.79000091552734,82.22000122070312,81.33999633789062,81.76000213623047,18350300
2015-06-18,82.3348617553711,82.91000366210938,83.19000244140625,81.56999969482422,81.63999938964844,26782600
2015-06-19,81.9376449584961,82.51000213623047,82.9800033569336,82.12000274658203,82.83000183105469,23353200
2015-06-22,84.15217590332031,84.73999786376953,84.97000122070312,83.30999755859375,83.41000366210938,29383100
2015-06-23,87.27039337158203,87.87999725341797,87.97000122070312,84.76000213623047,84.95999908447266,50667900
2015-06-24,88.24359893798828,88.86000061035156,89.25,87.44999694824219,87.66000366210938,41370200
2015-06-25,87.36969757080078,87.9800033569336,89.4000015258789,87.83999633789062,89.26000213623047,27302000
2015-06-26,87.39949035644531,88.01000213623047,88.33999633789062,86.83000183105469,88.12000274658203,38214600
2015-06-29,85.20482635498047,85.80000305175781,87.5,85.7300033569336,86.61000061035156,35957900
2015-06-30,85.1750259399414,85.7699966430664,86.69999694824219,85.56999969482422,86.5999984741211,23016500
2015-07-01,86.30712127685547,86.91000366210938,87.94999694824219,86.48999786376953,86.7699966430664,25260000
2015-07-02,86.68449401855469,87.29000091552734,87.44000244140625,86.33999633789062,87.4000015258789,16908800
2015-07-06,86.94268035888672,87.55000305175781,88.19000244140625,86.38999938964844,86.48999786376953,24635900
2015-07-07,86.61497497558594,87.22000122070312,87.8499984741211,85.2300033569336,87.80000305175781,33059900
2015-07-08,85.05585479736328,85.6500015258789,86.75,85.44999694824219,86.29000091552734,24399300
2015-07-09,85.28425598144531,85.87999725341797,87.5999984741211,85.6500015258789,86.7300033569336,23307400
2015-07-10,87.33990478515625,87.94999694824219,88.22000122070312,86.7699966430664,87.3499984741211,23245900
2015-07-13,89.47499084472656,90.0999984741211,90.22000122070312,88.41999816894531,88.66000366210938,29976700
2015-07-14,89.05789184570312,89.68000030517578,90.80000305175781,89.6500015258789,90.45999908447266,26627800
2015-07-15,89.1373519897461,89.76000213623047,90.98999786376953,89.41999816894531,90.0,30886600
2015-07-16,90.21977996826172,90.8499984741211,90.86000061035156,89.7699966430664,90.27999877929688,21804100
2015-07-17,94.31120300292969,94.97000122070312,95.38999938964844,92.54000091552734,92.55000305175781,54001600
2015-07-20,97.2308120727539,97.91000366210938,98.5999984741211,95.36000061035156,95.8499984741211,54860500
2015-07-21,97.70747375488281,98.38999938964844,99.23999786376953,97.13999938964844,98.94999694824219,39453300
2015-07-22,96.36682891845703,97.04000091552734,97.58000183105469,95.91999816894531,96.73999786376953,28299500
2015-07-23,94.77794647216797,95.44000244140625,97.44999694824219,94.80999755859375,96.95999908447266,29418800
2015-07-24,96.2774658203125,96.94999694824219,97.76000213623047,95.87999725341797,97.3499984741211,33444900
2015-07-27,93.5167465209961,94.16999816894531,96.61000061035156,93.83000183105469,96.58000183105469,38585400
2015-07-28,94.62899017333984,95.29000091552734,95.55999755859375,93.30999755859375,94.83999633789062,35236000
2015-07-29,96.31719970703125,96.98999786376953,97.27999877929688,94.73999786376953,96.31999969482422,64648300
2015-07-30,94.54955291748047,95.20999908447266,95.80999755859375,91.80000305175781,94.91000366210938,86211300
2015-07-31,93.35786437988281,94.01000213623047,96.33000183105469,93.94999694824219,94.94999694824219,46509000
2015-08-03,93.48696899414062,94.13999938964844,95.08000183105469,92.80000305175781,93.52999877929688,29343100
2015-08-04,93.40751647949219,94.05999755859375,94.7300033569336,93.33000183105469,93.79000091552734,20136000
2015-08-05,95.77099609375,96.44000244140625,97.08999633789062,95.18000030517578,95.25,29813200
2015-08-06,94.46016693115234,95.12000274658203,98.73999786376953,94.41999816894531,97.18000030517578,42271300
2015-08-07,93.64586639404297,94.30000305175781,95.4000015258789,93.61000061035156,95.37999725341797,23199100
2015-08-10,93.49691009521484,94.1500015258789,95.9000015258789,93.62999725341797,95.68000030517578,21624200
2015-08-11,92.9705810546875,93.62000274658203,94.76000213623047,92.9000015258789,93.7300033569336,22491000
2015-08-12,93.53662109375,94.19000244140625,94.44000244140625,91.19000244140625,92.69999694824219,27050500
2015-08-13,92.7818832397461,93.43000030517578,94.7300033569336,93.3499984741211,94.05000305175781,17451800
2015-08-14,93.76502227783203,94.41999816894531,94.72000122070312,93.20999908447266,93.54000091552734,15929700
2015-08-17,93.27841186523438,93.93000030517578,94.45999908447266,93.38999938964844,94.41999816894531,18313500
2015-08-18,94.50981903076172,95.16999816894531,95.8499984741211,94.04000091552734,94.08000183105469,22278800
2015-08-19,94.64884185791016,95.30999755859375,96.0999984741211,94.16000366210938,94.62999725341797,23251300
2015-08-20,89.93179321289062,90.55999755859375,94.7699966430664,90.45999908447266,93.54000091552734,44598200
2015-08-21,85.46299743652344,86.05999755859375,89.18000030517578,85.61000061035156,87.5199966430664,62778700
2015-08-24,81.52056121826172,82.08999633789062,82.08999633789062,72.0,77.02999877929688,83710700
2015-08-25,82.42424011230469,83.0,87.66999816894531,83.0,86.94999694824219,52021200
2015-08-26,86.58517456054688,87.19000244140625,87.45999908447266,83.26000213623047,85.94999694824219,45124300
2015-08-27,89.10755920410156,89.7300033569336,90.05999755859375,87.19000244140625,89.0999984741211,42431400
2015-08-28,90.37866973876953,91.01000213623047,91.4800033569336,89.79000091552734,89.87999725341797,33215900
2015-08-31,88.80963897705078,89.43000030517578,91.05000305175781,88.88999938964844,90.5999984741211,32850700
2015-09-01,86.6249008178711,87.2300033569336,89.38999938964844,86.5,86.8499984741211,36097400
2015-09-02,89.26644134521484,89.88999938964844,89.88999938964844,87.62999725341797,88.80999755859375,27190500
2015-09-03,87.53852081298828,88.1500015258789,89.81999969482422,87.7300033569336,89.76000213623047,27048200
2015-09-04,87.64776611328125,88.26000213623047,88.38999938964844,86.69999694824219,87.19999694824219,27328700
2015-09-08,88.908935546875,89.52999877929688,90.23999786376953,88.83000183105469,89.69000244140625,27012500
2015-09-09,89.81263732910156,90.44000244140625,91.9800033569336,90.16999816894531,90.77999877929688,32551100
2015-09-10,91.34194946289062,91.9800033569336,92.05999755859375,89.62999725341797,90.06999969482422,26437400
2015-09-11,91.41146850585938,92.05000305175781,92.08000183105469,91.12999725341797,91.68000030517578,21185000
2015-09-14,91.6696548461914,92.30999755859375,92.62000274658203,91.5999984741211,92.30999755859375,20127900
2015-09-15,92.25556945800781,92.9000015258789,93.25,91.79000091552734,92.37000274658203,18859400
2015-09-16,92.8017578125,93.44999694824219,93.5999984741211,92.62999725341797,92.9000015258789,16321200
2015-09-17,93.6855697631836,94.33999633789062,95.51000213623047,92.9000015258789,93.37000274658203,27841800
2015-09-18,93.74517059326172,94.4000015258789,95.19000244140625,93.05000305175781,93.19999694824219,62300000
2015-09-21,94.88719177246094,95.55000305175781,96.48999786376953,94.5199966430664,94.62000274658203,28790000
2015-09-22,92.31514739990234,92.95999908447266,94.68000030517578,91.91999816894531,93.7699966430664,36888900
2015-09-23,93.31815338134766,93.97000122070312,94.31999969482422,92.80000305175781,93.4000015258789,21701400
2015-09-24,93.75509643554688,94.41000366210938,94.7699966430664,92.23999786376953,93.05999755859375,29106000
2015-09-25,92.12645721435547,92.7699966430664,95.8499984741211,92.05999755859375,95.79000091552734,28961600
2015-09-28,88.5911636352539,89.20999908447266,92.29000091552734,88.18000030517578,92.08000183105469,41199900
2015-09-29,86.06878662109375,86.66999816894531,90.05999755859375,85.72000122070312,89.0999984741211,42281800
2015-09-30,89.27637481689453,89.9000015258789,90.0199966430664,88.01000213623047,88.44000244140625,36169100
2015-10-01,90.31908416748047,90.94999694824219,90.94999694824219,88.36000061035156,90.05000305175781,29283700
2015-10-02,91.43132019042969,92.06999969482422,92.19999694824219,88.37000274658203,88.9000015258789,37881700
2015-10-05,93.35786437988281,94.01000213623047,94.2699966430664,92.66000366210938,92.94000244140625,27292500
2015-10-06,92.15626525878906,92.80000305175781,94.16999816894531,92.33999633789062,94.08000183105469,22172800
2015-10-07,91.759033203125,92.4000015258789,93.66000366210938,91.37000274658203,93.11000061035156,24129300
2015-10-08,91.82855224609375,92.47000122070312,93.22000122070312,90.47000122070312,91.88999938964844,27290500
2015-10-09,92.59320068359375,93.23999786376953,93.73999786376953,92.23999786376953,92.9000015258789,20012900
2015-10-12,93.60613250732422,94.26000213623047,94.5999984741211,92.66999816894531,93.31999969482422,18449600
2015-10-13,93.46710968017578,94.12000274658203,95.37000274658203,93.55000305175781,93.66000366210938,19480300
2015-10-14,93.4174575805664,94.06999969482422,95.19999694824219,93.61000061035156,94.08000183105469,19253400
2015-10-15,95.2943344116211,95.95999908447266,96.30000305175781,94.9000015258789,94.98999786376953,27557500
2015-10-16,96.86337280273438,97.54000091552734,97.58999633789062,95.3499984741211,96.18000030517578,25412900
2015-10-19,97.78692626953125,98.47000122070312,98.56999969482422,96.91999816894531,97.18000030517578,23729900
2015-10-20,96.32713317871094,97.0,99.58999633789062,96.55999755859375,98.7300033569336,30881800
2015-10-21,96.43635559082031,97.11000061035156,98.18000030517578,96.47000122070312,97.37000274658203,21917800
2015-10-22,98.9786148071289,99.66999816894531,99.7300033569336,97.55000305175781,97.79000091552734,26392100
2015-10-23,101.48113250732422,102.19000244140625,102.8499984741211,100.16000366210938,101.91000366210938,42809700
2015-10-26,103.05015563964844,103.7699966430664,103.80999755859375,101.55000305175781,102.19999694824219,25961200
2015-10-27,102.98063659667969,103.69999694824219,104.0999984741211,102.4000015258789,102.94000244140625,23795500
2015-10-28,103.4771728515625,104.19999694824219,104.4800033569336,102.91999816894531,103.9000015258789,24081500
2015-10-29,104.15245819091797,104.87999725341797,105.12000274658203,103.5199966430664,103.95999908447266,20316700
2015-10-30,101.26264953613281,101.97000122070312,104.72000122070312,101.6500015258789,104.51000213623047,33487100
2015-11-02,102.59334564208984,103.30999755859375,103.47000122070312,101.18000030517578,101.72000122070312,24003900
2015-11-03,101.86842346191406,102.58000183105469,103.6500015258789,102.4000015258789,103.22000122070312,21242300
2015-11-04,103.21897888183594,103.94000244140625,104.13999938964844,102.4800033569336,103.19000244140625,43469300
2015-11-05,108.00554656982422,108.76000213623047,110.6500015258789,107.94999694824219,108.80000305175781,63232900
